cid,complexity,inchi,isosmiles,canonicalsmiles,inchikey,iupacname,Melting Point 1
17581,127,"InChI=1S/C8H8Cl2O2/c1-11-7-3-6(10)8(12-2)4-5(7)9/h3-4H,1-2H3",COC1=CC(=C(C=C1Cl)OC)Cl,COC1=CC(=C(C=C1Cl)OC)Cl,PFIADAMVCJPXSF-UHFFFAOYSA-N,"1,4-dichloro-2,5-dimethoxybenzene","271 to 275 °F (NTP, 1992)"
19188,127,"InChI=1S/C8H8O3/c9-8(10)6-11-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",C1=CC=C(C=C1)OCC(=O)O,C1=CC=C(C=C1)OCC(=O)O,LCPDWSOZIOUXRV-UHFFFAOYSA-N,2-phenoxyacetic acid,"208 to 212 °F (NTP, 1992)"
22710,127,InChI=1S/C7H4Cl2O/c8-6-2-1-5(4-10)3-7(6)9/h1-4H,C1=CC(=C(C=C1C=O)Cl)Cl,C1=CC(=C(C=C1C=O)Cl)Cl,ZWUSBSHBFFPRNE-UHFFFAOYSA-N,"3,4-dichlorobenzaldehyde","106 to 111 °F (NTP, 1992)"
70630,127,"InChI=1S/C6H8N2O2/c9-6(10)2-1-5-3-7-4-8-5/h3-4H,1-2H2,(H,7,8)(H,9,10)",C1=C(NC=N1)CCC(=O)O,C1=C(NC=N1)CCC(=O)O,ZCKYOWGFRHAZIQ-UHFFFAOYSA-N,3-(1H-imidazol-5-yl)propanoic acid,206 - 208 °C
98280,127,"InChI=1S/C6H11NO2S/c1-2-3-10-4-5(7)6(8)9/h2,5H,1,3-4,7H2,(H,8,9)",C=CCSCC(C(=O)O)N,C=CCSCC(C(=O)O)N,ZFAHNWWNDFHPOH-UHFFFAOYSA-N,2-amino-3-prop-2-enylsulfanylpropanoic acid,218 °C
580388,127,"InChI=1S/C10H17NO/c1-4-6-7-10-11-8(3)9(5-2)12-10/h4-7H2,1-3H3",CCCCC1=NC(=C(O1)CC)C,CCCCC1=NC(=C(O1)CC)C,WNOQXIPJLNOPEB-UHFFFAOYSA-N,"2-butyl-5-ethyl-4-methyl-1,3-oxazole",236 - 239 °C
12358757,127,"InChI=1S/C5H10O5/c6-2-5(9)4(8)3(7)1-10-5/h3-4,6-9H,1-2H2/t3-,4+,5-/m1/s1",C1[C@H]([C@@H]([C@](O1)(CO)O)O)O,C1C(C(C(O1)(CO)O)O)O,LQXVFWRQNMEDEE-MROZADKFSA-N,"(2R,3S,4R)-2-(hydroxymethyl)oxolane-2,3,4-triol",15 °C
13939349,127,"InChI=1S/C9H11ClO2/c1-6-4-7(11-2)9(10)8(5-6)12-3/h4-5H,1-3H3",CC1=CC(=C(C(=C1)OC)Cl)OC,CC1=CC(=C(C(=C1)OC)Cl)OC,IOXKXMFPMHDABX-UHFFFAOYSA-N,"2-chloro-1,3-dimethoxy-5-methylbenzene",74 - 75 °C
16682951,127,"InChI=1S/3C6H13.Al/c3*1-3-5-6-4-2;/h3*1,3-6H2,2H3;",CCCCCC[Al](CCCCCC)CCCCCC,CCCCCC[Al](CCCCCC)CCCCCC,ORYGRKHDLWYTKX-UHFFFAOYSA-N,trihexylalumane,-87 °C
23676745,127,"InChI=1S/C6H8O2.K/c1-2-3-4-5-6(7)8;/h2-5H,1H3,(H,7,8);/q;+1/p-1/b3-2+,5-4+;",C/C=C/C=C/C(=O)[O-].[K+],CC=CC=CC(=O)[O-].[K+],CHHHXKFHOYLYRE-STWYSWDKSA-M,"potassium;(2E,4E)-hexa-2,4-dienoate",for sorbic acidMelting range of sorbic acid isolated by acidification and not recrystallised 133 °C to 135 °C after vacuum drying in a sulphuric acid desiccator
44367445,127,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",C([C@@H](C(=O)O)[NH3+])C(=O)[O-],C(C(C(=O)O)[NH3+])C(=O)[O-],CKLJMWTZIZZHCS-REOHCLBHSA-N,(3S)-3-azaniumyl-4-hydroxy-4-oxobutanoate,270 °C
139060126,127,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1",C([C@@H](C(=O)[O-])[NH3+])C(=O)O,C(C(C(=O)[O-])[NH3+])C(=O)O,CKLJMWTZIZZHCS-REOHCLBHSA-N,(2S)-2-azaniumyl-4-hydroxy-4-oxobutanoate,270 °C
70,126,"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)",CC(C)CC(=O)C(=O)O,CC(C)CC(=O)C(=O)O,BKAJNAXTPSGJCU-UHFFFAOYSA-N,4-methyl-2-oxopentanoic acid,8 - 10 °C
107,126,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",C1=CC=C(C=C1)CCC(=O)O,C1=CC=C(C=C1)CCC(=O)O,XMIIGOLPHOKFCH-UHFFFAOYSA-N,3-phenylpropanoic acid,107°C
3051,126,"InChI=1S/C6H10O5/c1-3-9-5(7)11-6(8)10-4-2/h3-4H2,1-2H3",CCOC(=O)OC(=O)OCC,CCOC(=O)OC(=O)OCC,FFYPMLJYZAEMQB-UHFFFAOYSA-N,ethoxycarbonyl ethyl carbonate,< 25 °C
7165,126,"InChI=1S/C9H10O2/c1-2-11-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",CCOC(=O)C1=CC=CC=C1,CCOC(=O)C1=CC=CC=C1,MTZQAGJQAFMTAQ-UHFFFAOYSA-N,ethyl benzoate,-34 °C
7225,126,"InChI=1S/C8H7NO/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3",CC1=NC2=CC=CC=C2O1,CC1=NC2=CC=CC=C2O1,DQSHFKPKFISSNM-UHFFFAOYSA-N,"2-methyl-1,3-benzoxazole",9.5 °C
7474,126,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,C1=CC(=CC=C1[N+](=O)[O-])Cl,C1=CC(=CC=C1[N+](=O)[O-])Cl,CZGCEKJOLUNIFY-UHFFFAOYSA-N,1-chloro-4-nitrobenzene,"182.5 °F (NTP, 1992)"
8149,126,"InChI=1S/C6H9N3/c7-3-1-5-9-6-2-4-8/h9H,1-2,5-6H2",C(CNCCC#N)C#N,C(CNCCC#N)C#N,SBAJRGRUGUQKAF-UHFFFAOYSA-N,3-(2-cyanoethylamino)propanenitrile,"21 °F (NTP, 1992)"
8302,126,"InChI=1S/C3F6/c4-1(2(5)6)3(7,8)9",C(=C(F)F)(C(F)(F)F)F,C(=C(F)F)(C(F)(F)F)F,HCDGVLDPFQMKDK-UHFFFAOYSA-N,"1,1,2,3,3,3-hexafluoroprop-1-ene",-156.5 °C
8446,126,"InChI=1S/C8H7NS/c1-6-9-7-4-2-3-5-8(7)10-6/h2-5H,1H3",CC1=NC2=CC=CC=C2S1,CC1=NC2=CC=CC=C2S1,DXYYSGDWQCSKKO-UHFFFAOYSA-N,"2-methyl-1,3-benzothiazole",14 °C
8785,126,"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",CC(=O)OCC1=CC=CC=C1,CC(=O)OCC1=CC=CC=C1,QUKGYYKBILRGFE-UHFFFAOYSA-N,benzyl acetate,"-60.7 °F (NTP, 1992)"
9590,126,InChI=1S/C6H4FNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,C1=CC(=CC=C1[N+](=O)[O-])F,C1=CC(=CC=C1[N+](=O)[O-])F,WFQDTOYDVUWQMS-UHFFFAOYSA-N,1-fluoro-4-nitrobenzene,27 °C
10377,126,"InChI=1S/C11H16O2/c1-2-3-4-5-9-6-10(12)8-11(13)7-9/h6-8,12-13H,2-5H2,1H3",CCCCCC1=CC(=CC(=C1)O)O,CCCCCC1=CC(=CC(=C1)O)O,IRMPFYJSHJGOPE-UHFFFAOYSA-N,"5-pentylbenzene-1,3-diol","120 °F (NTP, 1992)"
10788,126,"InChI=1S/C5H10N2S2/c1-6-3-7(2)5(8)9-4-6/h3-4H2,1-2H3",CN1CN(C(=S)SC1)C,CN1CN(C(=S)SC1)C,QAYICIQNSGETAS-UHFFFAOYSA-N,"3,5-dimethyl-1,3,5-thiadiazinane-2-thione","248 °F (decomposes) (NTP, 1992)"
12395,126,"InChI=1S/C16H32/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3H,1,4-16H2,2H3",CCCCCCCCCCCCCCC=C,CCCCCCCCCCCCCCC=C,GQEZCXVZFLOKMC-UHFFFAOYSA-N,hexadec-1-ene,4.1 °C
13246,126,InChI=1S/C12H22O/c13-12-10-8-6-4-2-1-3-5-7-9-11-12/h1-11H2,C1CCCCCC(=O)CCCCC1,C1CCCCCC(=O)CCCCC1,SXVPOSFURRDKBO-UHFFFAOYSA-N,cyclododecanone,59 °C
13624,126,"InChI=1S/C7H7N3/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H3,8,9,10)",C1=CC=C2C(=C1)NC(=N2)N,C1=CC=C2C(=C1)NC(=N2)N,JWYUFVNJZUSCSM-UHFFFAOYSA-N,1H-benzimidazol-2-amine,"435 °F (NTP, 1992)"
15902,126,"InChI=1S/C3Cl6/c4-1(2(5)6)3(7,8)9",C(=C(Cl)Cl)(C(Cl)(Cl)Cl)Cl,C(=C(Cl)Cl)(C(Cl)(Cl)Cl)Cl,VFDYKPARTDCDCU-UHFFFAOYSA-N,"1,1,2,3,3,3-hexachloroprop-1-ene",-72.9 °C
19855,126,"InChI=1S/C9H16O2/c1-4-8(5-2)7-11-9(10)6-3/h6,8H,3-5,7H2,1-2H3",CCC(CC)COC(=O)C=C,CCC(CC)COC(=O)C=C,JGRXEBOFWPLEAV-UHFFFAOYSA-N,2-ethylbutyl prop-2-enoate,-70 °C
61408,126,"InChI=1S/C9H16O2/c1-4-7-11-9(10)8(5-2)6-3/h4,8H,1,5-7H2,2-3H3",CCC(CC)C(=O)OCC=C,CCC(CC)C(=O)OCC=C,NBKXNUWCFMZFMM-UHFFFAOYSA-N,prop-2-enyl 2-ethylbutanoate,165 - 167 °C
62105,126,"InChI=1S/C6H12O2S2/c1-5(7)3-10-6(2,8)4-9-5/h7-8H,3-4H2,1-2H3",CC1(CSC(CS1)(C)O)O,CC1(CSC(CS1)(C)O)O,NHKIYYMFGJBOTK-UHFFFAOYSA-N,"2,5-dimethyl-1,4-dithiane-2,5-diol",81.00 to 83.00 °C. @ 760.00 mm Hg
68289,126,"InChI=1S/C7H6O3/c8-5-1-2-6-7(3-5)10-4-9-6/h1-3,8H,4H2",C1OC2=C(O1)C=C(C=C2)O,C1OC2=C(O1)C=C(C=C2)O,LUSZGTFNYDARNI-UHFFFAOYSA-N,"1,3-benzodioxol-5-ol",64.9 °C
273022,126,"InChI=1S/C5H10N2O2/c6-7-3-1-2-4(7)5(8)9/h4H,1-3,6H2,(H,8,9)",C1CC(N(C1)N)C(=O)O,C1CC(N(C1)N)C(=O)O,OUCUOMVLTQBZCY-UHFFFAOYSA-N,1-aminopyrrolidine-2-carboxylic acid,155 °C
21998160,126,"InChI=1S/C5H10N2O2/c6-3-1-2-7-4(3)5(8)9/h3-4,7H,1-2,6H2,(H,8,9)",C1CNC(C1N)C(=O)O,C1CNC(C1N)C(=O)O,VJLXSTXGGXYQCT-UHFFFAOYSA-N,3-aminopyrrolidine-2-carboxylic acid,215 °C
24844218,126,"InChI=1S/C12H22N2/c1-2-3-4-5-6-7-8-9-12-10-11-13-14-12/h10-11H,2-9H2,1H3,(H,13,14)",CCCCCCCCCC1=CC=NN1,CCCCCCCCCC1=CC=NN1,DAVDEZKGACPNHN-UHFFFAOYSA-N,5-nonyl-1H-pyrazole,47.5 - 49.5 °C
58661804,126,"InChI=1S/C7H7N3/c1-6-5-10-4-2-3-7(10)9-8-6/h2-5H,1H3",CC1=CN2C=CC=C2N=N1,CC1=CN2C=CC=C2N=N1,HSNADAQXGQFCHK-UHFFFAOYSA-N,"3-methylpyrrolo[2,1-c][1,2,4]triazine",76 - 81 °C
135,125,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",C1=CC(=CC=C1C(=O)O)O,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,4-hydroxybenzoic acid,214.5 °C
385,125,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)",C(CCC(=O)O)CCC(=O)O,C(CCC(=O)O)CCC(=O)O,WLJVNTCWHIRURA-UHFFFAOYSA-N,heptanedioic acid,106°C
2716,125,"InChI=1S/C5H11N2O2.ClH.Hg/c1-4(9-2)3-7-5(6)8;;/h4H,1,3H2,2H3,(H3,6,7,8);1H;/q;;+1/p-1",COC(CNC(=O)N)C[Hg]Cl,COC(CNC(=O)N)C[Hg]Cl,BJFGVYCULWBXKF-UHFFFAOYSA-M,[3-(carbamoylamino)-2-methoxypropyl]-chloromercury,152.5 °C
4884,125,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1",C[N+]1=CC=CC=C1C=NO,C[N+]1=CC=CC=C1C=NO,JBKPUQTUERUYQE-UHFFFAOYSA-O,N-[(1-methylpyridin-1-ium-2-yl)methylidene]hydroxylamine,215 - 225 °C
5810,125,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",C1[C@H](CN[C@@H]1C(=O)O)O,C1C(CNC1C(=O)O)O,PMMYEEVYMWASQN-DMTCNVIQSA-N,"(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid",274°C
7151,125,"InChI=1S/C7H7NO2/c1-10-7(9)6-3-2-4-8-5-6/h2-5H,1H3",COC(=O)C1=CN=CC=C1,COC(=O)C1=CN=CC=C1,YNBADRVTZLEFNH-UHFFFAOYSA-N,methyl pyridine-3-carboxylate,38-43
7467,125,"InChI=1S/C8H7ClO/c1-6(10)7-2-4-8(9)5-3-7/h2-5H,1H3",CC(=O)C1=CC=C(C=C1)Cl,CC(=O)C1=CC=C(C=C1)Cl,BUZYGTVTZYSBCU-UHFFFAOYSA-N,1-(4-chlorophenyl)ethanone,20-21 °C
7468,125,"InChI=1S/C8H9NO/c1-6(10)7-2-4-8(9)5-3-7/h2-5H,9H2,1H3",CC(=O)C1=CC=C(C=C1)N,CC(=O)C1=CC=C(C=C1)N,GPRYKVSEZCQIHD-UHFFFAOYSA-N,1-(4-aminophenyl)ethanone,106 °C
7761,125,"InChI=1S/C7H12O4/c1-3-10-6(8)5-7(9)11-4-2/h3-5H2,1-2H3",CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,diethyl propanedioate,-50 °C
8486,125,"InChI=1S/C3H3N3O2S/c4-3-5-1-2(9-3)6(7)8/h1H,(H2,4,5)",C1=C(SC(=N1)N)[N+](=O)[O-],C1=C(SC(=N1)N)[N+](=O)[O-],MIHADVKEHAFNPG-UHFFFAOYSA-N,"5-nitro-1,3-thiazol-2-amine","396 °F (decomposes) (NTP, 1992)"
11855,125,InChI=1S/C6HCl5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,"1,2,3,4,5-pentachlorobenzene","187 °F (NTP, 1992)"
12284,125,"InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)",CC(CC(=O)O)CC(=O)O,CC(CC(=O)O)CC(=O)O,XJMMNTGIMDZPMU-UHFFFAOYSA-N,3-methylpentanedioic acid,80 - 82 °C
12581,125,"InChI=1S/C9H9N/c10-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7H2",C1=CC=C(C=C1)CCC#N,C1=CC=C(C=C1)CCC#N,ACRWYXSKEHUQDB-UHFFFAOYSA-N,3-phenylpropanenitrile,-1 °C
14242,125,"InChI=1S/C7H12O4/c1-10-6(8)4-3-5-7(9)11-2/h3-5H2,1-2H3",COC(=O)CCCC(=O)OC,COC(=O)CCCC(=O)OC,XTDYIOOONNVFMA-UHFFFAOYSA-N,dimethyl pentanedioate,-42.5 °C
14300,125,InChI=1S/C5H4N2O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,C1=C[N+](=CC=C1[N+](=O)[O-])[O-],C1=C[N+](=CC=C1[N+](=O)[O-])[O-],RXKNNAKAVAHBNK-UHFFFAOYSA-N,4-nitro-1-oxidopyridin-1-ium,160.5 °C
25210,125,"InChI=1S/C5H11N2O2.ClH.Hg/c1-4(9-2)3-7-5(6)8;;/h4H,1,3H2,2H3,(H3,6,7,8);1H;/q;;+1/p-1",COC(CNC(=O)N)C[Hg]Cl,COC(CNC(=O)N)C[Hg]Cl,BJFGVYCULWBXKF-UHFFFAOYSA-M,[3-(carbamoylamino)-2-methoxypropyl]-chloromercury,152.5°C
64950,125,"InChI=1S/C7H8N2O/c1-8-7(10)6-3-2-4-9-5-6/h2-5H,1H3,(H,8,10)",CNC(=O)C1=CN=CC=C1,CNC(=O)C1=CN=CC=C1,ZYVXHFWBYUDDBM-UHFFFAOYSA-N,N-methylpyridine-3-carboxamide,102- 105 °C or 216 - 221 °F
593048,125,"InChI=1S/C9H15NS/c1-5-8-7(4)11-9(10-8)6(2)3/h6H,5H2,1-4H3",CCC1=C(SC(=N1)C(C)C)C,CCC1=C(SC(=N1)C(C)C)C,CMIKRIOXEPLAGU-UHFFFAOYSA-N,"4-ethyl-5-methyl-2-propan-2-yl-1,3-thiazole",94 °C
11137200,125,"InChI=1S/C5H9NO3/c7-3-1-2-6-4(3)5(8)9/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m0/s1",C1CN[C@H]([C@H]1O)C(=O)O,C1CNC(C1O)C(=O)O,BJBUEDPLEOHJGE-IUYQGCFVSA-N,"(2R,3S)-3-hydroxypyrrolidine-2-carboxylic acid",235 °C
87891848,125,"InChI=1S/C10H18O/c1-3-4-5-6-7-8-9-10(2)11/h8-9H,3-7H2,1-2H3/b9-8-",CCCCCC/C=C\C(=O)C,CCCCCCC=CC(=O)C,JRPDANVNRUIUAB-HJWRWDBZSA-N,(Z)-dec-3-en-2-one,16.00 to 17.00 °C. @ 760.00 mm Hg
135398747,125,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1",C[N+]1=CC=CC=C1/C=N/O,C[N+]1=CC=CC=C1C=NO,JBKPUQTUERUYQE-UHFFFAOYSA-O,(NE)-N-[(1-methylpyridin-1-ium-2-yl)methylidene]hydroxylamine,215-225 °C
135484646,125,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1",C[N+]1=CC=CC=C1/C=N\O,C[N+]1=CC=CC=C1C=NO,JBKPUQTUERUYQE-UHFFFAOYSA-O,(NZ)-N-[(1-methylpyridin-1-ium-2-yl)methylidene]hydroxylamine,215-225 °C
4727,124,"InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)",CC(C)(C(C(=O)O)N)S,CC(C)(C(C(=O)O)N)S,VVNCNSJFMMFHPL-UHFFFAOYSA-N,2-amino-3-methyl-3-sulfanylbutanoic acid,198.5 °C
5852,124,"InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)/t3-/m0/s1",CC(C)([C@H](C(=O)O)N)S,CC(C)(C(C(=O)O)N)S,VVNCNSJFMMFHPL-VKHMYHEASA-N,(2S)-2-amino-3-methyl-3-sulfanylbutanoic acid,198.5°C
7219,124,"InChI=1S/C9H8/c1-2-5-9-7-3-6-8(9)4-1/h1-6H,7H2",C1C=CC2=CC=CC=C21,C1C=CC2=CC=CC=C21,YBYIRNPNPLQARY-UHFFFAOYSA-N,1H-indene,"29 °F (NIOSH, 2023)"
7394,124,"InChI=1S/C7H4ClF3/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H",C1=CC(=CC=C1C(F)(F)F)Cl,C1=CC(=CC=C1C(F)(F)F)Cl,QULYNCCPRWKEMF-UHFFFAOYSA-N,1-chloro-4-(trifluoromethyl)benzene,"-33 °F (NTP, 1992)"
7475,124,"InChI=1S/C6H6N2O2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,7H2",C1=CC(=CC=C1N)[N+](=O)[O-],C1=CC(=CC=C1N)[N+](=O)[O-],TYMLOMAKGOJONV-UHFFFAOYSA-N,4-nitroaniline,"298 °F (NTP, 1992)"
7798,124,"InChI=1S/C8H14O3/c1-3-5-7(9)11-8(10)6-4-2/h3-6H2,1-2H3",CCCC(=O)OC(=O)CCC,CCCC(=O)OC(=O)CCC,YHASWHZGWUONAO-UHFFFAOYSA-N,butanoyl butanoate,-75 °C
8303,124,"InChI=1S/C3Cl6O/c4-2(5,6)1(10)3(7,8)9",C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,C(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,DOJXGHGHTWFZHK-UHFFFAOYSA-N,"1,1,1,3,3,3-hexachloropropan-2-one",-2 °C
11979,124,"InChI=1S/C8H8N2/c1-6-2-3-7-8(4-6)10-5-9-7/h2-5H,1H3,(H,9,10)",CC1=CC2=C(C=C1)N=CN2,CC1=CC2=C(C=C1)N=CN2,RWXZXCZBMQPOBF-UHFFFAOYSA-N,6-methyl-1H-benzimidazole,114-117 °C
12145,124,InChI=1S/C7H5Cl2N/c8-7(9)10-6-4-2-1-3-5-6/h1-5H,C1=CC=C(C=C1)N=C(Cl)Cl,C1=CC=C(C=C1)N=C(Cl)Cl,TTWWZVGVBRPHLE-UHFFFAOYSA-N,"1,1-dichloro-N-phenylmethanimine",19.5 °C
12695,124,"InChI=1S/C3F6O/c4-2(5,6)1(10)3(7,8)9",C(=O)(C(F)(F)F)C(F)(F)F,C(=O)(C(F)(F)F)C(F)(F)F,VBZWSGALLODQNC-UHFFFAOYSA-N,"1,1,1,3,3,3-hexafluoropropan-2-one","-188 °F (NIOSH, 2023)"
14771,124,InChI=1S/As2O5/c3-1(4)7-2(5)6,O=[As](=O)O[As](=O)=O,O=[As](=O)O[As](=O)=O,COHDHYZHOPQOFD-UHFFFAOYSA-N,,"599 °F (EPA, 1998)"
14814,124,InChI=1S/5O.2V,O=[V](=O)O[V](=O)=O,O=[V](=O)O[V](=O)=O,GNTDGMZSJNCJKK-UHFFFAOYSA-N,dioxovanadiooxy(dioxo)vanadium,"1274 °F (EPA, 1998)"
23740,124,"InChI=1S/4K.H4O7P2/c;;;;1-8(2,3)7-9(4,5)6/h;;;;(H2,1,2,3)(H2,4,5,6)/q4*+1;/p-4",[O-]P(=O)([O-])OP(=O)([O-])[O-].[K+].[K+].[K+].[K+],[O-]P(=O)([O-])OP(=O)([O-])[O-].[K+].[K+].[K+].[K+],RYCLIXPGLDDLTM-UHFFFAOYSA-J,tetrapotassium;phosphonato phosphate,1090 °C
24403,124,"InChI=1S/4Na.H4O7P2/c;;;;1-8(2,3)7-9(4,5)6/h;;;;(H2,1,2,3)(H2,4,5,6)/q4*+1;/p-4",[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],[O-]P(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],FQENQNTWSFEDLI-UHFFFAOYSA-J,tetrasodium;phosphonato phosphate,"1810 °F (NIOSH, 2023)"
24632,124,"InChI=1S/2Ca.H4O7P2/c;;1-8(2,3)7-9(4,5)6/h;;(H2,1,2,3)(H2,4,5,6)/q2*+2;/p-4",[O-]P(=O)([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],[O-]P(=O)([O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2],JUNWLZAGQLJVLR-UHFFFAOYSA-J,dicalcium;phosphonato phosphate,1353 °C
24877,124,"InChI=1S/4Fe.3H4O7P2/c;;;;3*1-8(2,3)7-9(4,5)6/h;;;;3*(H2,1,2,3)(H2,4,5,6)/q4*+3;;;/p-12",[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[O-]P(=O)([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3],CADNYOZXMIKYPR-UHFFFAOYSA-B,iron(3+);phosphonato phosphate,Decomposes
62353,124,"InChI=1S/C3HCl2F5/c4-1(6)2(7,8)3(5,9)10/h1H",C(C(C(F)(F)Cl)(F)F)(F)Cl,C(C(C(F)(F)Cl)(F)F)(F)Cl,UJIGKESMIPTWJH-UHFFFAOYSA-N,"1,3-dichloro-1,1,2,2,3-pentafluoropropane",-97 °C
70949,124,"InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H",C1=CC(=C(C=C1O)C=O)O,C1=CC(=C(C=C1O)C=O)O,CLFRCXCBWIQVRN-UHFFFAOYSA-N,"2,5-dihydroxybenzaldehyde",100.00 to 103.00 °C. @ 760.00 mm Hg
240925,124,"InChI=1S/C9H12O3/c1-6-4-7(11-2)9(10)8(5-6)12-3/h4-5,10H,1-3H3",CC1=CC(=C(C(=C1)OC)O)OC,CC1=CC(=C(C(=C1)OC)O)OC,ZFBNNSOJNZBLLS-UHFFFAOYSA-N,"2,6-dimethoxy-4-methylphenol",36 °C
352051,124,"InChI=1S/C6H11NO2/c1-4-2-5(6(8)9)7-3-4/h4-5,7H,2-3H2,1H3,(H,8,9)",CC1CC(NC1)C(=O)O,CC1CC(NC1)C(=O)O,KKJQZEWNZXRJFG-UHFFFAOYSA-N,4-methylpyrrolidine-2-carboxylic acid,239 - 240 °C
3032296,124,"InChI=1S/C4H8N2S4.Zn/c7-3(8)5-1-2-6-4(9)10;/h1-2H2,(H2,5,7,8)(H2,6,9,10);/q;+2/p-2",C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],AMHNZOICSMBGDH-UHFFFAOYSA-L,zinc;N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate,157 °C (decomposes)
3032313,124,"InChI=1S/C5H7NOS/c1-2-4-3-6-5(8)7-4/h2,4H,1,3H2,(H,6,8)/t4-/m1/s1",C=C[C@@H]1CNC(=S)O1,C=CC1CNC(=S)O1,UZQVYLOFLQICCT-SCSAIBSYSA-N,"(5R)-5-ethenyl-1,3-oxazolidine-2-thione",Not Found
3034683,124,"InChI=1S/C5H7NOS/c1-2-4-3-6-5(8)7-4/h2,4H,1,3H2,(H,6,8)",C=CC1CNC(=S)O1,C=CC1CNC(=S)O1,UZQVYLOFLQICCT-UHFFFAOYSA-N,"5-ethenyl-1,3-oxazolidine-2-thione",50 °C
3799362,124,"InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)",CC(C)(C(C(=O)[OH2+])N)[S-],CC(C)(C(C(=O)[OH2+])N)[S-],VVNCNSJFMMFHPL-UHFFFAOYSA-N,3-amino-2-methyl-4-oxo-4-oxoniobutane-2-thiolate,198.5 °C
